timestamp,solar_irradiation,wind_speed,temperature,pv_potential_per_mw,wind_potential_per_mw,month,hour,season,location
2023-01-02 03:00:00,0.0,6.47,31.45,0.0,0.05731402331961591,1,3,1,Moomba
2023-01-03 00:00:00,0.0,5.56,30.25,0.0,0.023014013717421112,1,0,1,Moomba
2023-01-03 01:00:00,0.0,3.97,30.03,0.0,0.001251951989026064,1,1,1,Moomba
2023-01-03 02:00:00,0.0,2.63,29.99,0.0,0.0,1,2,1,Moomba
2023-01-03 03:00:00,0.0,1.44,29.84,0.0,0.0,1,3,1,Moomba
2023-01-03 04:00:00,0.0,1.09,29.63,0.0,0.0,1,4,1,Moomba
2023-01-03 05:00:00,102.22,1.93,29.96,0.0,0.0,1,5,1,Moomba
2023-01-03 06:00:00,318.2,2.04,31.76,0.0464393808,0.0,1,6,1,Moomba
2023-01-03 07:00:00,548.08,2.23,35.19,0.07886103888,0.0,1,7,1,Moomba
2023-01-03 08:00:00,758.1,2.22,37.54,0.1080110556,0.0,1,8,1,Moomba
2023-01-03 09:00:00,928.33,2.97,39.34,0.13126214868000002,0.0,1,9,1,Moomba
2023-01-03 00:00:00,1029.4,3.9,40.79,0.0,0.0009999999999999998,1,0,1,Moomba
2023-01-03 01:00:00,1069.3,4.69,41.86,0.0,0.006621137174211253,1,1,1,Moomba
2023-01-03 02:00:00,1053.93,5.16,42.5,0.0,0.013824000000000003,1,2,1,Moomba
2023-01-03 03:00:00,969.75,5.36,42.78,0.0,0.018030529492455424,1,3,1,Moomba
2023-01-03 04:00:00,779.8,5.41,42.55,0.0,0.0192009890260631,1,4,1,Moomba
2023-01-03 05:00:00,581.05,5.39,41.91,0.0,0.0187269122085048,1,5,1,Moomba
2023-01-03 06:00:00,385.4,5.25,40.88,0.05413790879999999,0.015625,1,6,1,Moomba
2023-01-03 07:00:00,178.82,4.83,39.5,0.025267265999999997,0.008406703703703704,1,7,1,Moomba
2023-01-03 08:00:00,12.15,3.5,37.43,0.0017318853000000002,0.0001714677640603566,1,8,1,Moomba
2023-01-03 09:00:00,0.0,3.58,35.9,0.0,0.0002676433470507546,1,9,1,Moomba
2023-01-03 00:00:00,0.0,3.76,34.67,0.0,0.0006021618655692724,1,0,1,Moomba
2023-01-03 01:00:00,0.0,3.7,33.62,0.0,0.00047050754458161895,1,1,1,Moomba
2023-01-03 02:00:00,0.0,3.27,32.51,0.0,2.7000000000000006e-05,1,2,1,Moomba
2023-01-03 03:00:00,0.0,2.72,31.38,0.0,0.0,1,3,1,Moomba
2023-01-04 00:00:00,0.0,2.79,30.38,0.0,0.0,1,0,1,Moomba
2023-01-04 01:00:00,0.0,3.29,29.39,0.0,3.3455418381344324e-05,1,1,1,Moomba
2023-01-04 02:00:00,0.0,3.73,28.47,0.0,0.000533631001371742,1,2,1,Moomba
2023-01-04 03:00:00,0.0,4.03,27.76,0.0,0.001498939643347052,1,3,1,Moomba
2023-01-04 04:00:00,0.0,4.44,27.2,0.0,0.004096000000000002,1,4,1,Moomba
2023-01-04 05:00:00,46.3,5.39,27.17,0.0,0.0187269122085048,1,5,1,Moomba
2023-01-04 06:00:00,216.82,6.65,27.5,0.03219777,0.0667038751714678,1,6,1,Moomba
2023-01-04 07:00:00,433.2,6.91,27.7,0.06427821599999999,0.08199790260631003,1,7,1,Moomba
2023-01-04 08:00:00,581.53,6.55,27.9,0.0862176378,0.0613701989026063,1,8,1,Moomba
2023-01-04 09:00:00,710.9,5.94,28.35,0.105206091,0.034858962962962974,1,9,1,Moomba
2023-01-04 00:00:00,838.2,5.33,28.94,0.0,0.017351628257887518,1,0,1,Moomba
2023-01-04 01:00:00,664.45,4.64,29.44,0.0,0.0060506776406035615,1,1,1,Moomba
2023-01-04 02:00:00,511.67,3.94,29.9,0.0,0.001139347050754458,1,2,1,Moomba
2023-01-04 03:00:00,534.75,3.21,30.6,0.0,1.27037037037037e-05,1,3,1,Moomba
2023-01-04 04:00:00,591.42,2.7,31.38,0.0,0.0,1,4,1,Moomba
2023-01-04 05:00:00,443.15,2.63,31.88,0.0,0.0,1,5,1,Moomba
2023-01-04 06:00:00,245.43,2.91,31.99,0.03578516658,0.0,1,6,1,Moomba
2023-01-04 07:00:00,89.22,2.16,31.16,0.01305324288,0.0,1,7,1,Moomba
2023-01-04 08:00:00,9.9,1.89,29.48,0.0014583888,0.0,1,8,1,Moomba
2023-01-04 09:00:00,0.0,2.71,28.79,0.0,0.0,1,9,1,Moomba
2023-01-04 00:00:00,0.0,3.65,28.3,0.0,0.00037671467764060346,1,0,1,Moomba
2023-01-04 01:00:00,0.0,4.48,27.64,0.0,0.004446902606310019,1,1,1,Moomba
2023-01-04 02:00:00,0.0,4.9,26.63,0.0,0.009408779149519894,1,2,1,Moomba
2023-01-04 03:00:00,0.0,4.96,25.41,0.0,0.01032858161865569,1,3,1,Moomba
2023-01-05 00:00:00,0.0,4.83,24.2,0.0,0.008406703703703704,1,0,1,Moomba
2023-01-05 01:00:00,0.0,4.62,23.11,0.0,0.005832000000000002,1,1,1,Moomba
2023-01-05 02:00:00,0.0,4.37,22.13,0.0,0.0035272331961591226,1,2,1,Moomba
2023-01-05 03:00:00,0.0,4.03,21.02,0.0,0.001498939643347052,1,3,1,Moomba
2023-01-05 04:00:00,0.0,3.88,20.13,0.0,0.0009348038408779147,1,4,1,Moomba
2023-01-05 05:00:00,95.65,4.54,20.4,0.0,0.005009964334705074,1,5,1,Moomba
2023-01-05 06:00:00,316.35,5.84,22.74,0.0478814706,0.03142154183813443,1,6,1,Moomba
2023-01-05 07:00:00,566.17,6.31,25.53,0.08474545793999998,0.04974580384087791,1,7,1,Moomba
2023-01-05 08:00:00,799.03,5.7,27.66,0.11857924812,0.027000000000000014,1,8,1,Moomba
2023-01-05 09:00:00,992.85,5.36,29.47,0.1462646763,0.018030529492455424,1,9,1,Moomba
2023-01-05 00:00:00,1110.72,5.25,31.02,0.0,0.015625,1,0,1,Moomba
2023-01-05 01:00:00,1161.0,5.3,32.28,0.0,0.01668998628257887,1,1,1,Moomba
2023-01-05 02:00:00,1140.62,5.35,33.25,0.0,0.0178022976680384,1,2,1,Moomba
2023-01-05 03:00:00,1032.6,5.49,33.83,0.0,0.021177296296296298,1,3,1,Moomba
2023-01-05 04:00:00,864.45,5.69,33.88,0.0,0.026701109739369008,1,4,1,Moomba
2023-01-05 05:00:00,649.95,5.85,33.51,0.0,0.031754629629629626,1,5,1,Moomba
2023-01-05 06:00:00,412.73,5.9,32.58,0.06003240396,0.03345541838134431,1,6,1,Moomba
2023-01-05 07:00:00,182.6,5.53,31.09,0.026722779599999996,0.02221437174211249,1,7,1,Moomba
2023-01-05 08:00:00,17.55,3.65,28.32,0.0025975404,0.00037671467764060346,1,8,1,Moomba
2023-01-05 09:00:00,0.0,3.43,26.55,0.0,0.00010906310013717432,1,9,1,Moomba
2023-01-05 00:00:00,0.0,3.39,25.48,0.0,8.137037037037046e-05,1,0,1,Moomba
2023-01-05 01:00:00,0.0,3.22,24.45,0.0,1.4606310013717462e-05,1,1,1,Moomba
2023-01-05 02:00:00,0.0,3.13,23.49,0.0,3.0137174211248218e-06,1,2,1,Moomba
2023-01-05 03:00:00,0.0,3.04,22.61,0.0,8.779149519890286e-08,1,3,1,Moomba
2023-01-06 00:00:00,0.0,2.95,21.83,0.0,0.0,1,0,1,Moomba
2023-01-06 01:00:00,0.0,3.04,21.25,0.0,8.779149519890286e-08,1,1,1,Moomba
2023-01-06 02:00:00,0.0,3.49,20.94,0.0,0.0001613840877914954,1,2,1,Moomba
2023-01-06 03:00:00,0.0,4.25,20.8,0.0,0.0026791838134430732,1,3,1,Moomba
2023-01-06 04:00:00,0.0,4.72,20.66,0.0,0.006980038408779148,1,4,1,Moomba
2023-01-06 05:00:00,111.12,5.52,21.56,0.0,0.021951999999999992,1,5,1,Moomba
2023-01-06 06:00:00,343.52,6.08,24.52,0.05162693375999999,0.04007971467764059,1,6,1,Moomba
2023-01-06 07:00:00,581.1,6.74,28.1,0.08608415400000001,0.07176080109739369,1,7,1,Moomba
2023-01-06 08:00:00,763.65,6.34,30.44,0.11205494640000001,0.051110705075445816,1,8,1,Moomba
2023-01-06 09:00:00,913.97,5.77,32.31,0.13308682757999998,0.029154914951989006,1,9,1,Moomba
2023-01-06 00:00:00,1053.28,5.35,34.0,0.0,0.0178022976680384,1,0,1,Moomba
2023-01-06 01:00:00,1126.0,5.17,35.4,0.0,0.014016890260631002,1,1,1,Moomba
2023-01-06 02:00:00,1117.53,5.0,36.49,0.0,0.010973936899862823,1,2,1,Moomba
2023-01-06 03:00:00,1028.88,4.87,37.13,0.0,0.008970100137174211,1,3,1,Moomba
2023-01-06 04:00:00,884.22,4.81,37.35,0.0,0.008134075445816182,1,4,1,Moomba
2023-01-06 05:00:00,681.17,4.71,37.14,0.0,0.0068590000000000005,1,5,1,Moomba
2023-01-06 06:00:00,451.48,4.57,36.42,0.06462845904,0.00530849519890261,1,6,1,Moomba
2023-01-06 07:00:00,206.32,4.0,35.06,0.029702652479999994,0.001371742112482853,1,7,1,Moomba
2023-01-06 08:00:00,13.3,2.17,31.21,0.0019454442,0.0,1,8,1,Moomba
2023-01-06 09:00:00,0.0,2.64,29.59,0.0,0.0,1,9,1,Moomba
2023-01-06 00:00:00,0.0,3.67,29.02,0.0,0.00041256927297668027,1,0,1,Moomba
2023-01-06 01:00:00,0.0,4.87,28.82,0.0,0.008970100137174211,1,1,1,Moomba
2023-01-06 02:00:00,0.0,4.9,27.98,0.0,0.009408779149519894,1,2,1,Moomba
2023-01-06 03:00:00,0.0,4.78,27.25,0.0,0.0077362853223593995,1,3,1,Moomba
2023-01-07 00:00:00,0.0,4.66,26.53,0.0,0.006274754458161867,1,0,1,Moomba
2023-01-07 01:00:00,0.0,4.26,25.71,0.0,0.002743999999999999,1,1,1,Moomba
2023-01-07 02:00:00,0.0,3.77,24.88,0.0,0.0006262455418381342,1,2,1,Moomba
2023-01-07 03:00:00,0.0,3.51,24.18,0.0,0.00018196296296296274,1,3,1,Moomba
2023-01-07 04:00:00,0.0,3.13,23.25,0.0,3.0137174211248218e-06,1,4,1,Moomba
2023-01-07 05:00:00,105.5,4.0,23.68,0.0,0.001371742112482853,1,5,1,Moomba
2023-01-07 06:00:00,336.05,4.28,25.81,0.050244179699999995,0.0028767517146776425,1,6,1,Moomba
2023-01-07 07:00:00,576.75,5.86,30.23,0.0847026585,0.032090063100137185,1,7,1,Moomba
2023-01-07 08:00:00,794.8,5.62,33.26,0.1152809712,0.024670408779149517,1,8,1,Moomba
2023-01-07 09:00:00,972.17,4.79,35.32,0.13980582335999997,0.007867406035665296,1,9,1,Moomba
2023-01-07 00:00:00,895.94,3.9,36.91,0.0,0.0009999999999999998,1,0,1,Moomba
2023-01-07 01:00:00,937.39,3.27,38.06,0.0,2.7000000000000006e-05,1,1,1,Moomba
2023-01-07 02:00:00,922.22,2.95,38.79,0.0,0.0,1,2,1,Moomba
2023-01-07 03:00:00,1034.32,2.89,39.19,0.0,0.0,1,3,1,Moomba
2023-01-07 04:00:00,862.15,3.01,39.21,0.0,1.3717421124827656e-09,1,4,1,Moomba
2023-01-07 05:00:00,645.08,3.22,38.83,0.0,1.4606310013717462e-05,1,5,1,Moomba
2023-01-07 06:00:00,404.6,3.47,38.01,0.057531692399999994,0.00014241838134430745,1,6,1,Moomba
2023-01-07 07:00:00,175.88,3.25,36.59,0.025158930479999998,2.1433470507544577e-05,1,7,1,Moomba
2023-01-07 08:00:00,16.67,1.88,32.71,0.00242338458,0.0,1,8,1,Moomba
2023-01-07 09:00:00,0.0,2.36,31.31,0.0,0.0,1,9,1,Moomba
2023-01-07 00:00:00,0.0,2.83,30.66,0.0,0.0,1,0,1,Moomba
2023-01-07 01:00:00,0.0,2.99,29.81,0.0,0.0,1,1,1,Moomba
2023-01-07 02:00:00,0.0,2.95,28.68,0.0,0.0,1,2,1,Moomba
2023-01-07 03:00:00,0.0,2.97,27.68,0.0,0.0,1,3,1,Moomba
2023-01-08 00:00:00,0.0,3.03,26.86,0.0,3.703703703703631e-08,1,0,1,Moomba
2023-01-08 01:00:00,0.0,3.18,26.2,0.0,8.000000000000022e-06,1,1,1,Moomba
2023-01-08 02:00:00,0.0,3.4,25.74,0.0,8.779149519890253e-05,1,2,1,Moomba
2023-01-08 03:00:00,0.0,3.62,25.3,0.0,0.0003269245541838136,1,3,1,Moomba
2023-01-08 04:00:00,0.0,3.76,24.84,0.0,0.0006021618655692724,1,4,1,Moomba
2023-01-08 05:00:00,37.3,4.59,25.41,0.0,0.00551396296296296,1,5,1,Moomba
2023-01-08 06:00:00,208.65,4.99,27.47,0.030988280700000002,0.010810149519890266,1,6,1,Moomba
2023-01-08 07:00:00,384.6,5.25,31.57,0.0561739068,0.015625,1,7,1,Moomba
2023-01-08 08:00:00,579.65,5.33,35.24,0.08338613039999998,0.017351628257887518,1,8,1,Moomba
2023-01-08 09:00:00,721.92,4.66,37.06,0.10306418687999999,0.006274754458161867,1,9,1,Moomba
2023-01-08 00:00:00,809.42,3.92,38.38,0.0,0.0010681591220850477,1,0,1,Moomba
2023-01-08 01:00:00,757.15,3.3,39.24,0.0,3.703703703703697e-05,1,1,1,Moomba
2023-01-08 02:00:00,667.45,3.09,39.62,0.0,9.999999999999953e-07,1,2,1,Moomba
2023-01-08 03:00:00,728.7,3.39,39.7,0.0,8.137037037037046e-05,1,3,1,Moomba
2023-01-08 04:00:00,429.2,3.96,39.01,0.0,0.0012136296296296294,1,4,1,Moomba
2023-01-08 05:00:00,235.68,4.56,38.13,0.0,0.0052077037037037,1,5,1,Moomba
2023-01-08 06:00:00,115.47,4.94,37.1,0.0164821878,0.010015615912208512,1,6,1,Moomba
2023-01-08 07:00:00,33.83,4.72,35.89,0.004853454779999999,0.006980038408779148,1,7,1,Moomba
2023-01-08 08:00:00,7.68,4.46,34.26,0.00110932992,0.004269048010973936,1,8,1,Moomba
2023-01-08 09:00:00,0.0,4.65,33.15,0.0,0.006162037037037041,1,9,1,Moomba
2023-01-08 00:00:00,0.0,4.47,32.03,0.0,0.004357370370370368,1,0,1,Moomba
2023-01-08 01:00:00,0.0,4.32,31.12,0.0,0.003154962962962965,1,1,1,Moomba
2023-01-08 02:00:00,0.0,4.23,30.58,0.0,0.002552629629629632,1,2,1,Moomba
2023-01-08 03:00:00,0.0,4.05,30.06,0.0,0.0015879629629629618,1,3,1,Moomba
2023-01-09 00:00:00,0.0,3.79,29.44,0.0,0.0006763223593964337,1,0,1,Moomba
2023-01-09 01:00:00,0.0,3.49,28.76,0.0,0.0001613840877914954,1,1,1,Moomba
2023-01-09 02:00:00,0.0,3.16,28.15,0.0,5.618655692729783e-06,1,2,1,Moomba
2023-01-09 03:00:00,0.0,2.48,27.32,0.0,0.0,1,3,1,Moomba
2023-01-09 04:00:00,0.0,1.96,26.48,0.0,0.0,1,4,1,Moomba
2023-01-09 05:00:00,12.3,2.64,27.3,0.0,0.0,1,5,1,Moomba
2023-01-09 06:00:00,131.4,3.33,29.17,0.019381237200000002,4.9296296296296326e-05,1,6,1,Moomba
2023-01-09 07:00:00,224.9,3.69,32.62,0.0327067572,0.00045062962962962955,1,7,1,Moomba
2023-01-09 08:00:00,274.08,4.12,35.7,0.03935240639999999,0.0019271989026063104,1,8,1,Moomba
2023-01-09 09:00:00,399.55,3.99,37.47,0.0569430669,0.001331000000000001,1,9,1,Moomba
2023-01-09 00:00:00,518.7,3.56,38.51,0.0,0.0002408998628257888,1,0,1,Moomba
2023-01-09 01:00:00,511.33,2.91,39.15,0.0,0.0,1,1,1,Moomba
2023-01-09 02:00:00,537.22,2.13,39.19,0.0,0.0,1,2,1,Moomba
2023-01-09 03:00:00,443.58,1.57,38.39,0.0,0.0,1,3,1,Moomba
2023-01-09 04:00:00,304.48,1.66,37.27,0.0,0.0,1,4,1,Moomba
2023-01-09 05:00:00,194.68,2.07,36.13,0.0,0.0,1,5,1,Moomba
2023-01-09 06:00:00,90.6,2.52,35.0,0.013046399999999998,0.0,1,6,1,Moomba
2023-01-09 07:00:00,25.15,2.82,33.87,0.0036386516999999995,0.0,1,7,1,Moomba
2023-01-09 08:00:00,8.88,2.23,32.63,0.00129134736,0.0,1,8,1,Moomba
2023-01-09 09:00:00,0.0,1.76,31.86,0.0,0.0,1,9,1,Moomba
2023-01-09 00:00:00,0.0,1.79,31.37,0.0,0.0,1,0,1,Moomba
2023-01-09 01:00:00,0.0,1.78,30.92,0.0,0.0,1,1,1,Moomba
2023-01-09 02:00:00,0.0,1.59,30.41,0.0,0.0,1,2,1,Moomba
2023-01-09 03:00:00,0.0,1.42,30.04,0.0,0.0,1,3,1,Moomba
2023-01-10 00:00:00,0.0,1.21,29.84,0.0,0.0,1,0,1,Moomba
2023-01-10 01:00:00,0.0,0.87,29.89,0.0,0.0,1,1,1,Moomba
2023-01-10 02:00:00,0.0,0.53,29.53,0.0,0.0,1,2,1,Moomba
2023-01-10 03:00:00,0.0,0.3,28.63,0.0,0.0,1,3,1,Moomba
2023-01-10 04:00:00,0.0,0.37,27.79,0.0,0.0,1,4,1,Moomba
2023-01-10 05:00:00,10.38,1.2,28.04,0.0,0.0,1,5,1,Moomba
2023-01-10 06:00:00,105.65,2.31,29.38,0.015569851800000001,0.0,1,6,1,Moomba
2023-01-10 07:00:00,184.88,2.37,31.46,0.02701540512,0.0,1,7,1,Moomba
2023-01-10 08:00:00,332.25,2.27,33.65,0.0481131225,0.0,1,8,1,Moomba
2023-01-10 09:00:00,356.95,2.79,35.67,0.0512573061,0.0,1,9,1,Moomba
2023-01-10 00:00:00,370.0,3.43,37.42,0.0,0.00010906310013717432,1,0,1,Moomba
2023-01-10 01:00:00,428.98,4.0,38.71,0.0,0.001371742112482853,1,1,1,Moomba
2023-01-10 02:00:00,496.35,4.56,39.51,0.0,0.0052077037037037,1,2,1,Moomba
2023-01-10 03:00:00,497.23,4.96,39.56,0.0,0.01032858161865569,1,3,1,Moomba
2023-01-10 04:00:00,415.17,5.13,39.09,0.0,0.013255962962962962,1,4,1,Moomba
2023-01-10 05:00:00,316.17,5.16,38.2,0.0,0.013824000000000003,1,5,1,Moomba
2023-01-10 06:00:00,172.1,5.16,37.08,0.024567619199999995,0.013824000000000003,1,6,1,Moomba
2023-01-10 07:00:00,56.53,5.1,35.81,0.008112846419999998,0.012703703703703694,1,7,1,Moomba
2023-01-10 08:00:00,9.98,4.63,34.25,0.001441611,0.005940668038408779,1,8,1,Moomba
2023-01-10 09:00:00,0.0,4.43,32.95,0.0,0.004011257887517145,1,9,1,Moomba
2023-01-10 00:00:00,0.0,4.08,31.9,0.0,0.0017280000000000004,1,0,1,Moomba
2023-01-10 01:00:00,0.0,3.72,30.96,0.0,0.0005120000000000003,1,1,1,Moomba
2023-01-10 02:00:00,0.0,3.23,30.04,0.0,1.668998628257887e-05,1,2,1,Moomba
2023-01-10 03:00:00,0.0,2.52,29.15,0.0,0.0,1,3,1,Moomba
2023-01-11 00:00:00,0.0,1.93,28.37,0.0,0.0,1,0,1,Moomba
2023-01-11 01:00:00,0.0,1.58,27.72,0.0,0.0,1,1,1,Moomba
2023-01-11 02:00:00,0.0,1.37,27.15,0.0,0.0,1,2,1,Moomba
2023-01-11 03:00:00,0.0,1.28,26.64,0.0,0.0,1,3,1,Moomba
2023-01-11 04:00:00,0.0,1.28,26.23,0.0,0.0,1,4,1,Moomba
2023-01-11 05:00:00,47.65,2.33,27.1,0.0,0.0,1,5,1,Moomba
2023-01-11 06:00:00,179.32,3.08,29.31,0.02643427848,7.023319615912229e-07,1,6,1,Moomba
2023-01-11 07:00:00,339.45,5.01,33.35,0.049216855500000004,0.011139370370370365,1,7,1,Moomba
2023-01-11 08:00:00,581.97,5.84,35.13,0.08375828634,0.03142154183813443,1,8,1,Moomba
2023-01-11 09:00:00,861.55,6.14,35.89,0.12360313229999999,0.04246796159122084,1,9,1,Moomba
2023-01-11 00:00:00,978.47,6.23,36.27,0.0,0.04622533196159123,1,0,1,Moomba
2023-01-11 01:00:00,1068.3,6.11,36.94,0.0,0.04126231961591223,1,1,1,Moomba
2023-01-11 02:00:00,1041.6,5.99,37.88,0.0,0.0366678998628258,1,2,1,Moomba
2023-01-11 03:00:00,954.25,5.98,38.49,0.0,0.036301223593964344,1,3,1,Moomba
2023-01-11 04:00:00,706.25,6.05,38.54,0.0,0.0389199245541838,1,4,1,Moomba
2023-01-11 05:00:00,483.35,6.03,37.81,0.0,0.038159296296296295,1,5,1,Moomba
2023-01-11 06:00:00,305.4,5.72,36.66,0.0436734216,0.02760445541838133,1,6,1,Moomba
2023-01-11 07:00:00,157.65,5.08,35.03,0.022698762299999998,0.012344186556927301,1,7,1,Moomba
2023-01-11 08:00:00,11.45,3.62,32.74,0.0016643262,0.0003269245541838136,1,8,1,Moomba
2023-01-11 09:00:00,0.0,2.92,31.06,0.0,0.0,1,9,1,Moomba
2023-01-11 00:00:00,0.0,2.36,30.03,0.0,0.0,1,0,1,Moomba
2023-01-11 01:00:00,0.0,1.76,29.1,0.0,0.0,1,1,1,Moomba
2023-01-11 02:00:00,0.0,1.39,28.39,0.0,0.0,1,2,1,Moomba
2023-01-11 03:00:00,0.0,1.17,27.88,0.0,0.0,1,3,1,Moomba
2023-01-12 00:00:00,0.0,1.07,27.61,0.0,0.0,1,0,1,Moomba
2023-01-12 01:00:00,0.0,1.01,27.32,0.0,0.0,1,1,1,Moomba
2023-01-12 02:00:00,0.0,1.01,26.78,0.0,0.0,1,2,1,Moomba
2023-01-12 03:00:00,0.0,1.13,26.12,0.0,0.0,1,3,1,Moomba
2023-01-12 04:00:00,0.0,1.3,25.61,0.0,0.0,1,4,1,Moomba
2023-01-12 05:00:00,78.55,2.17,27.12,0.0,0.0,1,5,1,Moomba
2023-01-12 06:00:00,291.85,3.51,29.94,0.0429124566,0.00018196296296296274,1,6,1,Moomba
2023-01-12 07:00:00,510.5,4.59,33.64,0.073928568,0.00551396296296296,1,7,1,Moomba
2023-01-12 08:00:00,571.25,4.57,35.79,0.0819892275,0.00530849519890261,1,8,1,Moomba
2023-01-12 09:00:00,705.53,4.67,37.47,0.10055072454,0.006388838134430727,1,9,1,Moomba
2023-01-12 00:00:00,897.12,4.85,38.79,0.0,0.008685356652949242,1,0,1,Moomba
2023-01-12 01:00:00,1045.6,5.05,39.65,0.0,0.011817729766803836,1,1,1,Moomba
2023-01-12 02:00:00,990.53,5.3,39.92,0.0,0.01668998628257887,1,2,1,Moomba
2023-01-12 03:00:00,902.62,5.51,39.68,0.0,0.021691702331961583,1,3,1,Moomba
2023-01-12 04:00:00,757.67,5.53,38.68,0.0,0.02221437174211249,1,4,1,Moomba
2023-01-12 05:00:00,361.58,5.12,37.01,0.0,0.013070134430727026,1,5,1,Moomba
2023-01-12 06:00:00,263.3,4.26,35.47,0.0378409494,0.002743999999999999,1,6,1,Moomba
2023-01-12 07:00:00,148.9,3.37,33.84,0.0215452344,6.948285322359404e-05,1,7,1,Moomba
2023-01-12 08:00:00,11.55,2.97,31.43,0.0016879401000000002,0.0,1,8,1,Moomba
2023-01-12 09:00:00,0.0,3.86,30.35,0.0,0.0008725048010973935,1,9,1,Moomba
